Vehicle ID,Fleet ID,Model Year,Initial Service Year,Data Collection Start,Data Collection End,Model Name,Manufacturer,Weight Class,Curb Weight,Capital Cost,Nominal Range,Nominal Efficiency,Peak Power,Peak Torque,Towing Capacity,Battery Chemistry,Rated Energy,Fuel Fired Heater?,Max Charge Rate,ChargeÂ Connector,Total Fleet Size,% Electrified,State,Region,Body Style,Sector,Vocation,Vehicle Platform,Fleet Type,Data Collection Method,Filename,Actual Filename
EV169,Fleet30,2021,2021,11/18/2021,3/10/2023,ZX5+,Proterra,8,33500,,232,,250,900,,Lithium-ion,450,TRUE,350,J1772 CCS Type 1 and J3105,Large,1,IL,Midwest,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GLO) Government: Local,(VIR) Viriciti,vehicle.ev169.fleet30.2021.proterra.8.450.350.il.ptr.ptr.tra.vir.csv,vehicle.ev169.fleet30.2021.proterra.8.450.350.il.ptr.ptr.tra.vir.csv
EV170,Fleet31,2019,2021,10/8/2020,6/29/2022,Lion C,Lion Electric,8,,,155,,250,2500,,Lithium-ion,210,TRUE,50,,Large,21,MI,Midwest,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(GEO) Geotab,vehicle.ev170.fleet31.2019.lionelectric.8.210.50.mi.ptr.psc.sch.geo.csv,vehicle.ev170.fleet31.2019.lionelectric.8.210.50.mi.ptr.psc.sch.geo.csv
EV171,Fleet31,2019,2015,10/15/2020,6/16/2022,Lion C,Lion Electric,8,,,155,,250,2500,,Lithium-ion,210,TRUE,50,,Large,21,MI,Midwest,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(GEO) Geotab,vehicle.ev171.fleet31.2019.lionelectric.8.210.50.mi.ptr.psc.sch.geo.csv,vehicle.ev171.fleet31.2019.lionelectric.8.210.50.mi.ptr.psc.sch.geo.csv
EV172,Fleet31,2019,2015,10/8/2020,6/27/2022,Lion C,Lion Electric,8,,,155,,250,2500,,Lithium-ion,210,TRUE,50,,Large,21,MI,Midwest,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(GEO) Geotab,vehicle.ev172.fleet31.2019.lionelectric.8.210.50.mi.ptr.psc.sch.geo.csv,vehicle.ev172.fleet31.2019.lionelectric.8.210.50.mi.ptr.psc.sch.geo.csv
EV173,Fleet31,2019,2015,10/7/2020,6/23/2022,Lion C,Lion Electric,8,,,155,,250,2500,,Lithium-ion,210,TRUE,50,,Large,21,MI,Midwest,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(GEO) Geotab,vehicle.ev173.fleet31.2019.lionelectric.8.210.50.mi.ptr.psc.sch.geo.csv,vehicle.ev173.fleet31.2019.lionelectric.8.210.50.mi.ptr.psc.sch.geo.csv
EV174,Fleet32,2019,2020,09/04/20,10/29/21,XE40,New Flyer,8,32920,,239,1.84,,,,Lithium-ion,440,TRUE,300,J1772 and OppCharge Compliant,,1,UT,Rocky Mountain,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GST) Government: State,(PRO) Proprietary,vehicle.ev174.fleet32.2019.newflyer.8.440.300.ut.ptr.ptr.tra.pro.csv,
EV175,Fleet32,2019,2020,11/02/20,10/31/21,XE40,New Flyer,8,32920,,239,1.84,,,,Lithium-ion,440,TRUE,300,J1772 and OppCharge Compliant,,1,UT,Rocky Mountain,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GST) Government: State,(PRO) Proprietary,vehicle.ev175.fleet32.2019.newflyer.8.440.300.ut.ptr.ptr.tra.pro.csv,
EV176,Fleet32,2019,2020,01/22/21,12/30/21,XE40,New Flyer,8,32920,,239,1.84,,,,Lithium-ion,440,TRUE,300,J1772 and OppCharge Compliant,,1,UT,Rocky Mountain,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GST) Government: State,(PRO) Proprietary,vehicle.ev176.fleet32.2019.newflyer.8.440.300.ut.ptr.ptr.tra.pro.csv,
EV177,Fleet32,2019,2020,01/21/21,12/30/21,XE40,New Flyer,8,32920,,239,1.84,,,,Lithium-ion,440,TRUE,300,J1772 and OppCharge Compliant,,1,UT,Rocky Mountain,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GST) Government: State,(PRO) Proprietary,vehicle.ev177.fleet32.2019.newflyer.8.440.300.ut.ptr.ptr.tra.pro.csv,
EV178,Fleet32,2019,2020,09/01/20,10/27/21,XE40,New Flyer,8,32920,,239,1.84,,,,Lithium-ion,440,TRUE,300,J1772 and OppCharge Compliant,,1,UT,Rocky Mountain,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GST) Government: State,(PRO) Proprietary,vehicle.ev178.fleet32.2019.newflyer.8.440.300.ut.ptr.ptr.tra.pro.csv,
EV179,Fleet33,2019,,,,XE40,New Flyer,8,,,,,,,,,466,,450,,,,MN,Midwest,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,,(PRO) Proprietary,vehicle.ev179.fleet33.2019.newflyer.8.466.450.mn.ptr.ptr.tra.pro.csv,
EV180,Fleet33,2019,,,,XE40,New Flyer,8,,,,,,,,,466,,450,,,,MN,Midwest,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,,(PRO) Proprietary,vehicle.ev180.fleet33.2019.newflyer.8.466.450.mn.ptr.ptr.tra.pro.csv,
EV181,Fleet33,2019,,,,XE40,New Flyer,8,,,,,,,,,466,,450,,,,MN,Midwest,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,,(PRO) Proprietary,vehicle.ev181.fleet33.2019.newflyer.8.466.450.mn.ptr.ptr.tra.pro.csv,
EV182,Fleet33,2019,,,,XE40,New Flyer,8,,,,,,,,,466,,450,,,,MN,Midwest,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,,(PRO) Proprietary,vehicle.ev182.fleet33.2019.newflyer.8.466.450.mn.ptr.ptr.tra.pro.csv,
EV183,Fleet33,2019,,,,XE40,New Flyer,8,,,,,,,,,466,,450,,,,MN,Midwest,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,,(PRO) Proprietary,vehicle.ev183.fleet33.2019.newflyer.8.466.450.mn.ptr.ptr.tra.pro.csv,
EV184,Fleet33,2019,,,,XE40,New Flyer,8,,,,,,,,,466,,450,,,,MN,Midwest,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,,(PRO) Proprietary,vehicle.ev184.fleet33.2019.newflyer.8.466.450.mn.ptr.ptr.tra.pro.csv,
EV185,Fleet33,2019,,,,XE40,New Flyer,8,,,,,,,,,466,,450,,,,MN,Midwest,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,,(PRO) Proprietary,vehicle.ev185.fleet33.2019.newflyer.8.466.450.mn.ptr.ptr.tra.pro.csv,
EV186,Fleet33,2019,,,,XE40,New Flyer,8,,,,,,,,,466,,450,,,,MN,Midwest,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,,(PRO) Proprietary,vehicle.ev186.fleet33.2019.newflyer.8.466.450.mn.ptr.ptr.tra.pro.csv,
EV187,Fleet34,2022,,,,,Volvo,7,,,,,,,,,264,,150,,,,OH,Midwest,,(FRG) Freight,"(FRE) Freight, Regional ",(HDT) Heavy-Duty Truck,,(GEO) Geotab,vehicle.ev187.fleet34.2022.volvo.7.264.150.oh.frg.fre.hdt.geo.csv,
EV188,Fleet34,2022,,,,,Volvo,7,,,,,,,,,264,,150,,,,OH,Midwest,,(FRG) Freight,"(FRE) Freight, Regional ",(HDT) Heavy-Duty Truck,,(GEO) Geotab,vehicle.ev188.fleet34.2022.volvo.7.264.150.oh.frg.fre.hdt.geo.csv,
EV189,Fleet36,2021,,,,,Bluebird Electric,8,,,,,,,,,155,,80,,,,CA,West Coast,,(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GST) Government: State,,vehicle.ev189.fleet36.2021.bluebirdelectric.8.155.80.ca.ptr.psc.sch..csv,
EV190,Fleet36,2021,,,,,Bluebird Electric,8,,,,,,,,,155,,80,,,,CA,West Coast,,(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GST) Government: State,,vehicle.ev190.fleet36.2021.bluebirdelectric.8.155.80.ca.ptr.psc.sch..csv,
EV191,Fleet36,2021,,,,,Bluebird Electric,8,,,,,,,,,155,,80,,,,CA,West Coast,,(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GST) Government: State,,vehicle.ev191.fleet36.2021.bluebirdelectric.8.155.80.ca.ptr.psc.sch..csv,
EV192,Fleet36,2023,,,,,International,8,,,,,,,,,315,,125,,,,CA,West Coast,,(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GST) Government: State,,vehicle.ev192.fleet36.2023.international.8.315.125.ca.ptr.psc.sch..csv,
EV193,Fleet36,2023,,,,,International,8,,,,,,,,,315,,125,,,,CA,West Coast,,(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GST) Government: State,,vehicle.ev193.fleet36.2023.international.8.315.125.ca.ptr.psc.sch..csv,
EV194,Fleet36,2023,,,,,International,8,,,,,,,,,315,,125,,,,CA,West Coast,,(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GST) Government: State,,vehicle.ev194.fleet36.2023.international.8.315.125.ca.ptr.psc.sch..csv,
EV195,Fleet36,2023,,,,,International,8,,,,,,,,,315,,125,,,,CA,West Coast,,(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GST) Government: State,,vehicle.ev195.fleet36.2023.international.8.315.125.ca.ptr.psc.sch..csv,
EV196,Fleet36,2023,,,,,International,8,,,,,,,,,315,,125,,,,CA,West Coast,,(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GST) Government: State,,vehicle.ev196.fleet36.2023.international.8.315.125.ca.ptr.psc.sch..csv,
EV197,Fleet36,2023,,,,,International,8,,,,,,,,,315,,125,,,,CA,West Coast,,(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GST) Government: State,,vehicle.ev197.fleet36.2023.international.8.315.125.ca.ptr.psc.sch..csv,
EV198,Fleet36,2023,,,,,International,8,,,,,,,,,315,,125,,,,CA,West Coast,,(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GST) Government: State,,vehicle.ev198.fleet36.2023.international.8.315.125.ca.ptr.psc.sch..csv,
EV199,Fleet36,2023,,,,,International,8,,,,,,,,,315,,125,,,,CA,West Coast,,(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GST) Government: State,,vehicle.ev199.fleet36.2023.international.8.315.125.ca.ptr.psc.sch..csv,
EV200,Fleet36,2023,,,,,International,8,,,,,,,,,315,,125,,,,CA,West Coast,,(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GST) Government: State,,vehicle.ev200.fleet36.2023.international.8.315.125.ca.ptr.psc.sch..csv,
EV201,Fleet36,2023,,,,,International,8,,,,,,,,,315,,125,,,,CA,West Coast,,(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GST) Government: State,,vehicle.ev201.fleet36.2023.international.8.315.125.ca.ptr.psc.sch..csv,
EV202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,vehicle.ev202............csv,
EV203,Fleet37,2021,,,,,Proterra,8,,,,,,,,,440,,120,,,,CO,,,(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,,(PRO) Proprietary,vehicle.ev203.fleet37.2021.proterra.8.440.120.co.ptr.ptr.tra.pro.csv,
EV204,Fleet37,2021,,,,,Proterra,8,,,,,,,,,440,,120,,,,CO,,,(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,,(PRO) Proprietary,vehicle.ev204.fleet37.2021.proterra.8.440.120.co.ptr.ptr.tra.pro.csv,
EV205,Fleet37,2021,,,,,Proterra,8,,,,,,,,,440,,120,,,,CO,,,(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,,(PRO) Proprietary,vehicle.ev205.fleet37.2021.proterra.8.440.120.co.ptr.ptr.tra.pro.csv,
EV206,Fleet13,2019,2019,5/1/2020,5/31/2021,Orange EV T-Series,Orange EV,8,,,,,,,81000,Iron Phosphate,160,FALSE,,GB/T,,,CA,West Coast,(DCT) Day Cab Tractor,(FRG) Freight,"(NIN) Nonroad, Industrial/MH ",(YDT) Yard Tractor,(PRV) Private,(PRO) Proprietary,vehicle.ev206.fleet13.2019.orangeev.8.160..ca.frg.nin.ydt.pro.csv,vehicle.ev206.fleet13.2019.orangeev.8.160.0.ca.frg.nin.ydt.pro.csv
EV207,Fleet13,2016,2016,5/1/2020,5/31/2021,Orange EV T-Series,Orange EV,8,,,,,,,81000,Iron Phosphate,160,FALSE,,GB/T,,,CA,West Coast,(DCT) Day Cab Tractor,(FRG) Freight,"(NIN) Nonroad, Industrial/MH ",(YDT) Yard Tractor,(PRV) Private,(PRO) Proprietary,vehicle.ev207.fleet13.2016.orangeev.8.160..ca.frg.nin.ydt.pro.csv,vehicle.ev207.fleet13.2016.orangeev.8.160.0.ca.frg.nin.ydt.pro.csv
EV208,Fleet13,2016,2016,5/1/2020,5/31/2021,Orange EV T-Series,Orange EV,8,,,,,,,81000,Iron Phosphate,160,FALSE,,GB/T,,,CA,West Coast,(DCT) Day Cab Tractor,(FRG) Freight,"(NIN) Nonroad, Industrial/MH ",(YDT) Yard Tractor,(PRV) Private,(PRO) Proprietary,vehicle.ev208.fleet13.2016.orangeev.8.160..ca.frg.nin.ydt.pro.csv,vehicle.ev208.fleet13.2016.orangeev.8.160.0.ca.frg.nin.ydt.pro.csv
EV209,Fleet14,2019,2019,5/1/2020,5/31/2021,Orange EV T-Series,Orange EV,8,,,,,,,81000,Iron Phosphate,160,FALSE,,GB/T,,,CA,West Coast,(DCT) Day Cab Tractor,(FRG) Freight,"(NIN) Nonroad, Industrial/MH ",(YDT) Yard Tractor,(PRV) Private,(PRO) Proprietary,vehicle.ev209.fleet14.2019.orangeev.8.160..ca.frg.nin.ydt.pro.csv,vehicle.ev209.fleet14.2019.orangeev.8.160.0.ca.frg.nin.ydt.pro.csv
EV210,Fleet14,2020,2020,5/1/2020,5/31/2021,Orange EV T-Series,Orange EV,8,,,,,,,81000,Iron Phosphate,160,FALSE,,GB/T,,,CA,West Coast,(DCT) Day Cab Tractor,(FRG) Freight,"(NIN) Nonroad, Industrial/MH ",(YDT) Yard Tractor,(PRV) Private,(PRO) Proprietary,vehicle.ev210.fleet14.2020.orangeev.8.160..ca.frg.nin.ydt.pro.csv,vehicle.ev210.fleet14.2020.orangeev.8.160.0.ca.frg.nin.ydt.pro.csv
EV211,Fleet38,2019,2019,5/1/2020,5/31/2021,Orange EV T-Series,Orange EV,8,,,,,,,81000,Iron Phosphate,160,FALSE,,GB/T,,,CA,West Coast,(DCT) Day Cab Tractor,(FRG) Freight,"(NIN) Nonroad, Industrial/MH ",(YDT) Yard Tractor,(PRV) Private,(PRO) Proprietary,vehicle.ev211.fleet38.2019.orangeev.8.160..ca.frg.nin.ydt.pro.csv,vehicle.ev211.fleet38.2019.orangeev.8.160.0.ca.frg.nin.ydt.pro.csv
EV212,Fleet39,2021,2022,,,Lion C,Lion Electric,8,,,,,,,,,,,,,,,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(GEO) Geotab,vehicle.ev212.fleet39.2021.lionelectric.8...ca.ptr.psc.sch.geo.csv,
EV213,Fleet39,2021,2022,,,Lion C,Lion Electric,8,,,,,,,,,,,,,,,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(GEO) Geotab,vehicle.ev213.fleet39.2021.lionelectric.8...ca.ptr.psc.sch.geo.csv,
EV214,Fleet39,2021,2022,,,Lion C,Lion Electric,8,,,,,,,,,,,,,,,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(GEO) Geotab,vehicle.ev214.fleet39.2021.lionelectric.8...ca.ptr.psc.sch.geo.csv,
EV215,Fleet39,2021,2022,,,Lion C,Lion Electric,8,,,,,,,,,,,,,,,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(GEO) Geotab,vehicle.ev215.fleet39.2021.lionelectric.8...ca.ptr.psc.sch.geo.csv,
EV216,Fleet39,2021,2022,,,Lion C,Lion Electric,8,,,,,,,,,,,,,,,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(GEO) Geotab,vehicle.ev216.fleet39.2021.lionelectric.8...ca.ptr.psc.sch.geo.csv,
EV217,Fleet39,2021,2022,,,Lion C,Lion Electric,8,,,,,,,,,,,,,,,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(GEO) Geotab,vehicle.ev217.fleet39.2021.lionelectric.8...ca.ptr.psc.sch.geo.csv,
EV218,Fleet39,2021,2022,,,Lion C,Lion Electric,8,,,,,,,,,,,,,,,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(GEO) Geotab,vehicle.ev218.fleet39.2021.lionelectric.8...ca.ptr.psc.sch.geo.csv,
EV219,Fleet39,2021,2022,,,Lion C,Lion Electric,8,,,,,,,,,,,,,,,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(GEO) Geotab,vehicle.ev219.fleet39.2021.lionelectric.8...ca.ptr.psc.sch.geo.csv,
EV220,Fleet39,2021,2022,,,Lion C,Lion Electric,8,,,,,,,,,,,,,,,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(GEO) Geotab,vehicle.ev220.fleet39.2021.lionelectric.8...ca.ptr.psc.sch.geo.csv,
EV221,Fleet39,2021,2022,,,Lion C,Lion Electric,8,,,,,,,,,,,,,,,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(GEO) Geotab,vehicle.ev221.fleet39.2021.lionelectric.8...ca.ptr.psc.sch.geo.csv,
EV222,Fleet39,2019,2022,,,e-Quest XL Type C,StarCraft,8,,,,,,,,,,,,,,,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(GEO) Geotab,vehicle.ev222.fleet39.2019.starcraft.8...ca.ptr.psc.sch.geo.csv,
EV223,Fleet40,2019,2023,,,T3RE,Bluebird Electric,8,,,,,,,,,,,,,,,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(GEO) Geotab,vehicle.ev223.fleet40.2019.bluebirdelectric.8...ca.ptr.psc.sch.geo.csv,
EV224,Fleet40,2019,2023,,,T3RE,Bluebird Electric,8,,,,,,,,,,,,,,,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(GEO) Geotab,vehicle.ev224.fleet40.2019.bluebirdelectric.8...ca.ptr.psc.sch.geo.csv,
EV225,Fleet40,2020,2023,,,T3RE,Bluebird Electric,8,,,,,,,,,,,,,,,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(GEO) Geotab,vehicle.ev225.fleet40.2020.bluebirdelectric.8...ca.ptr.psc.sch.geo.csv,
EV226,Fleet40,2020,2023,,,T3RE,Bluebird Electric,8,,,,,,,,,,,,,,,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(GEO) Geotab,vehicle.ev226.fleet40.2020.bluebirdelectric.8...ca.ptr.psc.sch.geo.csv,
EV227,Fleet40,2020,2023,`,,T3RE,Bluebird Electric,8,,,,,,,,,,,,,,,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(GEO) Geotab,vehicle.ev227.fleet40.2020.bluebirdelectric.8...ca.ptr.psc.sch.geo.csv,
EV228,Fleet40,2020,2023,,,T3RE,Bluebird Electric,8,,,,,,,,,,,,,,,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(GEO) Geotab,vehicle.ev228.fleet40.2020.bluebirdelectric.8...ca.ptr.psc.sch.geo.csv,
EV229,Fleet40,2020,2023,`,,T3RE,Bluebird Electric,8,,,,,,,,,,,,,,,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(GEO) Geotab,vehicle.ev229.fleet40.2020.bluebirdelectric.8...ca.ptr.psc.sch.geo.csv,
EV230,Fleet40,2020,2023,,,T3RE,Bluebird Electric,8,,,,,,,,,,,,,,,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(GEO) Geotab,vehicle.ev230.fleet40.2020.bluebirdelectric.8...ca.ptr.psc.sch.geo.csv,
EV231,Fleet40,2020,2023,,,T3RE,Bluebird Electric,8,,,,,,,,,,,,,,,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(GEO) Geotab,vehicle.ev231.fleet40.2020.bluebirdelectric.8...ca.ptr.psc.sch.geo.csv,
EV232,Fleet40,2020,2023,,,T3RE,Bluebird Electric,8,,,,,,,,,,,,,,,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(GEO) Geotab,vehicle.ev232.fleet40.2020.bluebirdelectric.8...ca.ptr.psc.sch.geo.csv,
EV233,Fleet40,2020,2023,,,T3RE,Bluebird Electric,8,,,,,,,,,,,,,,,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(GEO) Geotab,vehicle.ev233.fleet40.2020.bluebirdelectric.8...ca.ptr.psc.sch.geo.csv,
EV234,Fleet40,2020,2023,,,T3RE,Bluebird Electric,8,,,,,,,,,,,,,,,CA,West Coast,"(BSC) Bus, School",(PTR) Passenger Transportation,(PSC) School Bus,(SCH) School Bus,(GLO) Government: Local,(GEO) Geotab,vehicle.ev234.fleet40.2020.bluebirdelectric.8...ca.ptr.psc.sch.geo.csv,
EV235,Fleet41,,,,,,,8,,,,,,,,,,,,,,,CA,West Coast,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GST) Government: State,(GEO) Geotab,vehicle.ev235.fleet41...8...ca.ptr.ptr.tra.geo.csv,
EV236,Fleet41,,,,,,,8,,,,,,,,,,,,,,,CA,West Coast,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GST) Government: State,(PRO) Proprietary,vehicle.ev236.fleet41...8...ca.ptr.ptr.tra.pro.csv,
EV237,Fleet41,,,,,,,8,,,,,,,,,,,,,,,CA,West Coast,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GST) Government: State,(PRO) Proprietary,vehicle.ev237.fleet41...8...ca.ptr.ptr.tra.pro.csv,
EV238,Fleet41,,,,,,,8,,,,,,,,,,,,,,,CA,West Coast,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GST) Government: State,(PRO) Proprietary,vehicle.ev238.fleet41...8...ca.ptr.ptr.tra.pro.csv,
EV239,Fleet41,,,,,`,,8,,,,,,,,,,,,,,,CA,West Coast,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GST) Government: State,(PRO) Proprietary,vehicle.ev239.fleet41...8...ca.ptr.ptr.tra.pro.csv,
EV240,Fleet41,,,,,,,8,,,,,,,,,,,,,,,CA,West Coast,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GST) Government: State,(PRO) Proprietary,vehicle.ev240.fleet41...8...ca.ptr.ptr.tra.pro.csv,
EV241,Fleet41,,,,,,,8,,,,,,,,,,,,,,,CA,West Coast,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GST) Government: State,(PRO) Proprietary,vehicle.ev241.fleet41...8...ca.ptr.ptr.tra.pro.csv,
EV242,Fleet41,,,,,,,8,,,,,,,,,,,,,,,CA,West Coast,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GST) Government: State,(PRO) Proprietary,vehicle.ev242.fleet41...8...ca.ptr.ptr.tra.pro.csv,
EV243,Fleet41,,,,,,,8,,,,,,,,,,,,,,,CA,West Coast,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GST) Government: State,(PRO) Proprietary,vehicle.ev243.fleet41...8...ca.ptr.ptr.tra.pro.csv,
EV244,Fleet41,,,,,,,8,,,,,,,,,,,,,,,CA,West Coast,"(BNS) Bus, Non-School",(PTR) Passenger Transportation,(PTR) Transit Bus,(TRA) Transit Bus,(GST) Government: State,(PRO) Proprietary,vehicle.ev244.fleet41...8...ca.ptr.ptr.tra.pro.csv,
