Vehicle ID,Local Trip Start Time,Local Trip End Time,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer,Percent Idling Time
EV009,3/12/19 4:27 PM,3/12/19 4:32 PM,0.65,0.019194,0.057582,0.076776,71.4,71.4,0,0.36,60.8,6187.53,6187.53,25
EV009,3/10/19 9:33 PM,3/10/19 10:12 PM,36.42,0.085779,0.574057,0.659836,94.5,72.2,22.3,12.25,53.6,6151.13,6187.17,13
EV009,3/10/19 9:10 PM,3/10/19 9:23 PM,1.25,0.146107,0.065642,0.211749,96.9,94.5,2.4,0.91,57.2,6149.88,6151.12,69
EV009,3/10/19 7:51 PM,3/10/19 7:59 PM,3.47,0.013607,0.122459,0.136066,98.4,96.9,1.5,0.93,57.2,6146.41,6148.9,10
EV009,3/10/19 7:48 PM,3/10/19 7:49 PM,0.01,0.017847,0.00729,0.025137,0,0,0,0.17,69.8,,,71
EV009,3/10/19 3:10 PM,3/10/19 3:29 PM,2.27,0.204765,0.11518,0.319945,94.9,92.5,2.4,1.34,55.4,6144.11,6145.35,64
EV009,3/10/19 2:31 PM,3/10/19 2:56 PM,7.48,0.098361,0.311475,0.409836,99.2,95.3,3.9,2.09,53.6,6136.62,6144.08,24
EV009,3/10/19 1:56 PM,3/10/19 2:08 PM,4.88,0.045057,0.150844,0.195902,100,99.6,0.4,2.28,55.4,6131.74,6135.47,23
EV009,3/9/19 9:45 PM,3/9/19 9:52 PM,2.1,0.036984,0.07859,0.115574,83.9,82.4,1.5,0.88,51.8,6129.63,6130.88,32
EV009,3/9/19 9:23 PM,3/9/19 9:29 PM,2.09,0.023702,0.071107,0.094809,85.5,84.3,1.2,0.85,57.2,6127.55,6128.79,25
EV009,3/9/19 3:10 PM,3/9/19 3:16 PM,1.26,0.031,0.069,0.1,83.1,82.7,0.4,0.41,57.2,6126.27,6126.27,31
EV009,3/9/19 2:16 PM,3/9/19 2:26 PM,1.4,0.093402,0.082828,0.17623,84.7,83.1,1.6,0.91,60.8,6124.88,6126.12,53
EV009,3/9/19 2:13 PM,3/9/19 2:14 PM,0.06,0.00647,0.011016,0.017486,0,0,0,0.12,64.4,,,37
EV009,3/8/19 11:59 PM,3/9/19 12:22 AM,8.35,0.078893,0.29679,0.375683,70.2,65.9,4.3,2.56,46.4,6116.46,6123.91,21
EV009,3/8/19 11:21 PM,3/8/19 11:32 PM,3.56,0.057295,0.133689,0.190984,72.5,70.2,2.3,1.38,48.2,6112.89,6115.38,30
EV009,3/8/19 9:59 PM,3/8/19 10:51 PM,36.82,0.103803,0.761224,0.865027,92.2,72.5,19.7,11.22,53.6,6076.1,6112.14,12
EV009,3/8/19 5:06 PM,3/8/19 5:08 PM,0.08,0.012986,0.013516,0.026503,56.1,56.1,0,0.15,60.8,6076.01,6076.01,49
EV009,3/8/19 9:54 AM,3/8/19 10:47 AM,36.77,0.070929,0.815683,0.886612,73.7,58,15.7,9.02,50,6039.25,6075.29,8
EV009,3/7/19 10:53 PM,3/7/19 11:17 PM,8.64,0.119836,0.279617,0.399454,65.1,60,5.1,3.16,51.8,6030.6,6038.06,30
EV009,3/7/19 8:17 PM,3/7/19 9:23 PM,35.35,0.10888,0.979918,1.088798,77.3,63.9,13.4,7.53,55.4,5995.26,6030.06,10
EV009,3/7/19 7:30 PM,3/7/19 8:06 PM,17.78,0.140765,0.471257,0.612022,83.9,77.3,6.6,3.93,59,5977.49,5994.89,23
EV009,3/7/19 4:46 PM,3/7/19 4:49 PM,0.55,0.009568,0.046716,0.056284,84.7,84.7,0,0.12,62.6,5976.94,5976.94,17
EV009,3/7/19 11:34 AM,3/7/19 11:36 AM,0.32,0.009885,0.026727,0.036612,28.2,28.2,0,0.14,53.6,5976.61,5976.61,27
EV009,3/7/19 9:42 AM,3/7/19 10:54 AM,49.1,0.084077,1.117016,1.201093,52.9,27.8,25.1,13.07,53.6,5927.53,5976,7
EV009,3/6/19 11:50 AM,3/6/19 12:00 PM,2.46,0.023484,0.133074,0.156557,23.5,23.1,0.4,0.61,51.8,5925.07,5926.31,15
EV009,3/6/19 11:16 AM,3/6/19 11:41 AM,7.62,0.088721,0.314557,0.403279,28.6,24.3,4.3,2.72,53.6,5917.44,5924.9,22
EV009,3/5/19 11:32 PM,3/5/19 11:36 PM,0.81,0.011852,0.053995,0.065847,14.1,13.7,0.4,0.37,51.8,5916.63,5916.63,18
EV009,3/5/19 11:28 PM,3/5/19 11:29 PM,0,0.007377,0,0.007377,0,0,0,0.01,51.8,,,100
EV009,3/5/19 11:06 PM,3/5/19 11:26 PM,5.21,0.131385,0.2055,0.336885,16.5,14.1,2.4,1.5,51.8,5911.4,5916.38,39
EV009,3/5/19 10:53 PM,3/5/19 11:04 PM,4.37,0.060221,0.134041,0.194262,18,17.3,0.7,1.34,53.6,5907.03,5910.75,31
EV009,3/5/19 8:46 PM,3/5/19 10:10 PM,47.44,0.210574,1.193251,1.403825,42,18.8,23.2,13.55,57.2,5859.6,5906.82,15
EV009,3/5/19 3:04 PM,3/5/19 3:08 PM,0.79,0.01377,0.051803,0.065574,42.4,42,0.4,0.22,68,5858.8,5858.8,21
EV009,3/5/19 2:52 PM,3/5/19 2:54 PM,0.56,0.003852,0.034672,0.038525,43.1,42.4,0.7,0.15,68,5858.24,5858.24,10
EV009,3/5/19 9:32 AM,3/5/19 10:46 AM,49.11,0.099016,1.138689,1.237705,65.1,42,23.1,12.21,53.6,5809.14,5857.61,8
EV009,3/4/19 9:54 PM,3/4/19 10:38 PM,26.13,0.096967,0.648934,0.745902,64.7,50.6,14.1,7.8,57.2,5783.02,5807.88,13
EV009,3/4/19 8:26 PM,3/4/19 9:02 PM,14.2,0.112806,0.48091,0.593716,72.5,65.5,7,4.29,60.8,5768.82,5782.49,19
EV009,3/4/19 3:45 PM,3/4/19 3:47 PM,0.15,0.015158,0.024732,0.039891,74.9,74.9,0,0.36,64.4,5768.66,5768.66,38
EV009,3/4/19 9:45 AM,3/4/19 10:55 AM,37.72,0.081495,1.082713,1.164208,61.2,44.3,16.9,9.03,53.6,5730.96,5768.25,7
EV009,3/3/19 7:51 PM,3/3/19 8:02 PM,3.56,0.057131,0.133306,0.190437,43.5,42.4,1.1,1.32,59,5727.39,5729.88,30
EV009,3/3/19 5:39 PM,3/3/19 5:46 PM,2.32,0.024164,0.085672,0.109836,44.3,43.9,0.4,0.42,62.6,5725.06,5726.3,22
EV009,3/2/19 10:09 PM,3/2/19 10:14 PM,0,0.092066,0.003836,0.095902,16.9,17.3,-0.4,-0.01,68,5725.04,5725.04,96
EV009,3/2/19 6:23 PM,3/2/19 7:18 PM,39.34,0.175516,0.748254,0.92377,34.1,14.1,20,12.06,59,5685.72,5724.25,19
EV009,3/2/19 4:36 PM,3/2/19 5:22 PM,36.7,0.092852,0.680918,0.77377,47.8,27.1,20.7,10.17,59,5649.03,5685.07,12
EV009,3/2/19 4:04 PM,3/2/19 4:11 PM,1.14,0.041311,0.073443,0.114754,47.8,47.5,0.3,0.15,60.8,5647.89,5647.89,36
EV009,3/2/19 3:32 PM,3/2/19 3:42 PM,2.48,0.070257,0.093131,0.163388,48.6,47.1,1.5,0.58,60.8,5645.4,5647.89,43
EV009,3/2/19 3:09 PM,3/2/19 3:30 PM,0.59,0.269115,0.084984,0.354098,48.6,48.6,0,0.2,59,5644.8,5644.8,76
EV009,3/2/19 2:28 PM,3/2/19 2:31 PM,0.12,0.026298,0.021516,0.047814,49,49,0,0.04,59,5644.67,5644.67,55
EV009,3/2/19 2:14 PM,3/2/19 2:20 PM,1.35,0.024383,0.081628,0.106011,49,49,0,0.23,59,5643.32,5644.57,23
EV009,3/2/19 1:50 PM,3/2/19 2:03 PM,4.45,0.071344,0.151607,0.222951,52.2,49.8,2.4,1.27,57.2,5638.87,5642.59,32
EV009,3/2/19 1:10 PM,3/2/19 1:27 PM,5.99,0.090544,0.201533,0.292077,55.7,52.2,3.5,1.74,57.2,5632.87,5637.84,31
EV009,3/2/19 12:30 PM,3/2/19 12:46 PM,6.02,0.051445,0.21932,0.270765,56.9,55.7,1.2,1.11,57.2,5626.84,5631.81,19
EV009,3/1/19 10:42 PM,3/1/19 11:01 PM,4.54,0.133817,0.177385,0.311202,40,37.3,2.7,0.96,57.2,5622.28,5626.01,43
EV009,3/1/19 9:16 PM,3/1/19 9:38 PM,5.98,0.15082,0.22623,0.377049,42,39.2,2.8,1.45,59,5616.29,5621.26,40
EV009,3/1/19 8:34 PM,3/1/19 8:50 PM,3.52,0.110049,0.151973,0.262022,42.7,41.6,1.1,0.97,60.8,5612.76,5615.24,42
EV009,3/1/19 4:32 PM,3/1/19 5:34 PM,48.93,0.13444,0.899713,1.034153,65.5,43.1,22.4,11.74,66.2,5563.86,5612.33,13
EV009,3/1/19 3:20 PM,3/1/19 3:26 PM,0.84,0.038787,0.053563,0.09235,65.9,65.5,0.4,0.32,66.2,5563.02,5563.02,42
EV009,3/1/19 2:55 PM,3/1/19 2:58 PM,0.58,0.012,0.038,0.05,65.9,65.9,0,0.13,66.2,5562.44,5562.44,24
EV009,3/1/19 9:53 AM,3/1/19 11:04 AM,48.25,0.071721,1.123634,1.195355,86.3,65.1,21.2,12.22,57.2,5514.2,5561.43,6
EV009,2/28/19 11:27 PM,2/28/19 11:38 PM,4.25,0.043989,0.131967,0.175956,74.1,73.3,0.8,0.83,59,5509.95,5513.68,25
EV009,2/28/19 10:45 PM,2/28/19 11:02 PM,5.99,0.055082,0.220328,0.27541,77.3,74.1,3.2,1.8,59,5503.95,5508.92,20
EV009,2/28/19 8:10 PM,2/28/19 9:51 PM,46.94,0.202,1.481333,1.683333,100,77.3,22.7,13.06,60.8,5457.02,5503,12
EV009,2/28/19 12:41 PM,2/28/19 12:47 PM,0.64,0.039661,0.06471,0.104372,26.3,26.3,0,0.26,59,5456.38,5456.38,38
EV009,2/28/19 12:32 PM,2/28/19 12:41 PM,0.78,0.077727,0.061071,0.138798,27.5,26.3,1.2,0.23,59,5455.6,5455.6,56
EV009,2/28/19 10:05 AM,2/28/19 12:06 PM,54.17,0.341301,1.66635,2.00765,53.3,28.2,25.1,14.43,57.2,5401.42,5454.86,17
EV009,2/27/19 10:40 PM,2/27/19 10:54 PM,3.2,0.087803,0.137333,0.225137,39.6,39.2,0.4,0.9,57.2,5398.22,5400.71,39
EV009,2/27/19 9:59 PM,2/27/19 10:07 PM,0.9,0.070557,0.076437,0.146995,42,40.8,1.2,0.42,57.2,5397.31,5397.31,48
EV009,2/27/19 8:00 PM,2/27/19 9:26 PM,41.4,0.201623,1.238541,1.440164,63.1,41.6,21.5,11.59,59,5355.92,5396.93,14
EV009,2/27/19 7:52 PM,2/27/19 7:56 PM,0.64,0.023413,0.033691,0.057104,63.9,63.5,0.4,0.17,60.8,5355.28,5355.28,41
EV009,2/27/19 4:02 PM,2/27/19 4:11 PM,3.3,0.028085,0.11973,0.147814,65.5,63.9,1.6,0.79,60.8,5351.97,5354.45,19
EV009,2/27/19 2:55 PM,2/27/19 3:04 PM,2.87,0.041519,0.10165,0.143169,66.7,65.5,1.2,0.91,62.6,5349.09,5351.58,29
EV009,2/27/19 9:17 AM,2/27/19 10:17 AM,48.2,0.060115,0.941798,1.001913,89.4,65.1,24.3,13.84,50,5300.92,5348.14,6
EV009,2/26/19 11:19 PM,2/26/19 11:31 PM,4.26,0.045967,0.145563,0.19153,78.4,77.3,1.1,0.65,57.2,5296.65,5300.37,24
EV009,2/26/19 10:48 PM,2/26/19 11:01 PM,4.38,0.077268,0.143497,0.220765,80,78.4,1.6,1.1,59,5292.27,5296,35
EV009,2/26/19 9:14 PM,2/26/19 9:24 PM,1.27,0.081934,0.078721,0.160656,78.8,78.8,0,0.17,62.6,5290.99,5292.23,51
EV009,2/26/19 9:00 PM,2/26/19 9:08 PM,1.28,0.043672,0.074361,0.118033,79.6,78.8,0.8,0.5,62.6,5289.7,5289.7,37
EV009,2/26/19 7:50 PM,2/26/19 9:00 PM,39.44,0.291735,0.875205,1.16694,100,80,20,11.41,64.4,5250.28,5288.8,25
EV009,2/26/19 6:56 PM,2/26/19 6:57 PM,0.01,0.01118,0.006852,0.018033,0,0,0,0.08,64.4,,,62
EV009,2/26/19 2:32 PM,2/26/19 2:40 PM,0,0.124863,0,0.124863,79.6,79.6,0,0.06,55.4,5250.27,5250.27,100
EV009,2/26/19 2:13 PM,2/26/19 2:13 PM,0,0.012022,0,0.012022,79.6,79.6,0,0,57.2,5250.27,5250.27,100
EV009,2/26/19 2:06 PM,2/26/19 2:12 PM,1.15,0.037199,0.069085,0.106284,80.4,79.6,0.8,0.28,57.2,5249.1,5249.1,35
EV009,2/26/19 1:48 PM,2/26/19 1:58 PM,0.88,0.095874,0.069426,0.165301,80.8,80.4,0.4,0.47,59,5248.22,5248.22,58
EV009,2/26/19 8:49 AM,2/26/19 9:03 AM,9.43,0.036503,0.191639,0.228142,87.5,81.2,6.3,3.61,46.4,5238.79,5247.49,16
EV009,2/25/19 9:30 PM,2/25/19 9:33 PM,0.39,0.009363,0.031347,0.04071,87.5,87.5,0,0.04,57.2,5238.39,5238.39,23
EV009,2/25/19 9:19 PM,2/25/19 9:23 PM,0.6,0.02315,0.039418,0.062568,87.8,87.5,0.3,0.26,59,5237.79,5237.79,37
EV009,2/25/19 9:10 PM,2/25/19 9:12 PM,0.28,0.009738,0.01977,0.029508,87.8,87.8,0,0.17,60.8,5237.51,5237.51,33
EV009,2/25/19 6:48 PM,2/25/19 7:06 PM,9.44,0.07141,0.226131,0.297541,94.1,87.8,6.3,3.26,66.2,5228.07,5236.77,24
EV009,2/25/19 8:56 AM,2/25/19 9:12 AM,9.64,0.042918,0.209541,0.252459,100,94.5,5.5,3.71,48.2,5218.44,5227.14,17
EV009,2/24/19 8:52 PM,2/24/19 8:55 PM,0.05,0.032699,0.015388,0.048087,100,100,0,0.28,60.8,5218.38,5218.38,68
EV009,2/23/19 3:54 PM,2/23/19 4:02 PM,0.58,0.069126,0.056557,0.125683,81.2,80,1.2,0.67,59,5217.79,5217.79,55
EV009,2/22/19 9:03 PM,2/22/19 9:08 PM,0.36,0.047656,0.035951,0.083607,55.3,54.5,0.8,0.25,55.4,5217.42,5217.42,57
EV009,2/22/19 8:09 PM,2/22/19 9:01 PM,13.4,0.305533,0.567418,0.872951,67.1,55.7,11.4,6.68,57.2,5203.99,5216.42,35
EV009,2/22/19 11:39 AM,2/22/19 11:39 AM,0,0.003279,0,0.003279,0,0,0,0,51.8,,,100
EV009,2/22/19 11:03 AM,2/22/19 11:39 AM,13.74,0.066391,0.537161,0.603552,73.3,68.2,5.1,2.96,51.8,5190.25,5202.67,11
EV009,2/22/19 10:57 AM,2/22/19 11:01 AM,0.82,0.032934,0.045481,0.078415,74.5,73.3,1.2,0.63,50,5189.42,5189.42,42
EV009,2/22/19 10:48 AM,2/22/19 10:52 AM,0.65,0.038557,0.040131,0.078689,75.3,74.5,0.8,0.49,50,5188.77,5188.77,49
EV009,2/21/19 8:10 PM,2/21/19 9:03 PM,14.34,0.281355,0.59788,0.879235,68.6,56.1,12.5,7.02,51.8,5174.4,5188.07,32
EV009,2/21/19 11:01 AM,2/21/19 11:51 AM,13.75,0.178098,0.669989,0.848087,74.5,69.8,4.7,2.7,50,5160.62,5174.29,21
EV009,2/20/19 11:02 PM,2/20/19 11:28 PM,13.68,0.077803,0.354437,0.43224,69,58,11,6.23,50,5146.94,5160.61,18
EV009,2/20/19 8:24 PM,2/20/19 8:51 PM,1.59,0.197828,0.24179,0.439617,72.2,69.4,2.8,1.83,53.6,5145.31,5146.56,45
EV009,2/20/19 11:01 AM,2/20/19 11:53 AM,14.36,0.129918,0.736202,0.86612,78.8,72.9,5.9,3.14,50,5130.93,5144.6,15
EV009,2/20/19 10:54 AM,2/20/19 10:58 AM,0.68,0.027811,0.0435,0.071311,79.2,79.2,0,0.36,48.2,5130.24,5130.24,39
EV009,2/19/19 9:39 PM,2/19/19 9:39 PM,0,0.011202,0,0.011202,60.4,60.4,0,0.03,48.2,5130.24,5130.24,100
EV009,2/19/19 8:49 PM,2/19/19 9:38 PM,13.87,0.23715,0.580609,0.81776,72.9,60.4,12.5,7.08,53.6,5116.36,5130.03,29
EV009,2/19/19 10:58 AM,2/19/19 11:38 AM,13.75,0.086667,0.58,0.666667,78.8,73.3,5.5,2.99,50,5102.61,5115.04,13
EV009,2/19/19 10:53 AM,2/19/19 10:57 AM,0.81,0.009016,0.051093,0.060109,79.6,79.2,0.4,0.4,42.8,5101.8,5101.8,15
EV009,2/19/19 10:45 AM,2/19/19 10:49 AM,0.69,0.013443,0.042568,0.056011,79.6,79.6,0,0.13,42.8,5101.1,5101.1,24
EV009,2/18/19 9:25 PM,2/18/19 9:36 PM,3.19,0.030052,0.146724,0.176776,80,80,0,0.1,46.4,5097.9,5100.39,17
EV009,2/18/19 8:50 PM,2/18/19 9:21 PM,16.49,0.078361,0.444044,0.522404,92.9,80,12.9,7.12,53.6,5081.42,5097.57,15
EV009,2/18/19 11:19 AM,2/18/19 11:22 AM,0.06,0.031148,0.010383,0.04153,96.1,96.1,0,0.03,48.2,5081.35,5081.35,75
EV009,2/18/19 10:49 AM,2/18/19 11:14 AM,13.68,0.098426,0.311683,0.410109,100,96.1,3.9,2.57,46.4,5067.68,5081.35,24
EV009,2/16/19 3:40 PM,2/16/19 3:41 PM,0,0.003005,0,0.003005,0,0,0,0,46.4,,,100
EV009,2/16/19 3:39 PM,2/16/19 3:40 PM,0,0.004645,0,0.004645,0,0,0,0,46.4,,,100
EV009,2/16/19 3:37 PM,2/16/19 3:37 PM,0,0.005738,0,0.005738,0,0,0,0,46.4,,,100
EV009,2/16/19 3:28 PM,2/16/19 3:34 PM,0.04,0.079648,0.021172,0.10082,35.7,36.1,-0.4,0.08,46.4,5067.62,5067.62,79
EV009,2/16/19 3:24 PM,2/16/19 3:26 PM,0,0.025246,0.004809,0.030055,35.7,35.7,0,0.04,46.4,5067.61,5067.61,84
EV009,2/16/19 3:16 PM,2/16/19 3:17 PM,0.01,0.012735,0.00885,0.021585,0,0,0,0.03,46.4,,,59
EV009,2/16/19 1:59 PM,2/16/19 2:04 PM,0.84,0.019536,0.058607,0.078142,36.5,36.5,0,0.42,46.4,5066.75,5066.75,25
EV009,2/16/19 1:52 PM,2/16/19 1:58 PM,0.47,0.057066,0.039656,0.096721,38.4,36.5,1.9,0.15,46.4,5066.27,5066.27,59
EV009,2/16/19 1:01 PM,2/16/19 1:04 PM,0.37,0.012645,0.035989,0.048634,38.4,38.4,0,0.18,46.4,5065.9,5065.9,26
EV009,2/16/19 12:56 PM,2/16/19 12:59 PM,0.59,0.008716,0.030902,0.039617,38.8,38.4,0.4,0.35,46.4,5065.31,5065.31,22
EV009,2/16/19 12:53 PM,2/16/19 12:55 PM,0.56,0.012262,0.023803,0.036066,40,40,0,0.33,46.4,5064.75,5064.75,34
EV009,2/15/19 10:05 PM,2/15/19 10:06 PM,0.07,0.006044,0.015541,0.021585,0,0,0,0.07,50,,,28
EV009,2/15/19 10:00 PM,2/15/19 10:02 PM,0.6,0.006516,0.036926,0.043443,40,39.6,0.4,0.37,50,5064.07,5064.07,15
EV009,2/15/19 9:42 PM,2/15/19 9:54 PM,4.71,0.025112,0.168057,0.193169,41.2,40.4,0.8,0.47,48.2,5059.36,5063.09,13
EV009,2/15/19 9:23 PM,2/15/19 9:36 PM,3.98,0.071432,0.151792,0.223224,45.5,41.2,4.3,2.07,48.2,5055.37,5059.1,32
EV009,2/15/19 9:02 PM,2/15/19 9:07 PM,0.85,0.010902,0.061776,0.072678,47.1,45.5,1.6,0.6,50,5054.51,5054.51,15
EV009,2/15/19 8:51 PM,2/15/19 8:57 PM,1.19,0.028402,0.057664,0.086066,47.1,46.7,0.4,0.41,50,5053.33,5053.33,33
EV009,2/15/19 8:12 PM,2/15/19 8:40 PM,9.48,0.073574,0.386262,0.459836,54.5,47.1,7.4,3.71,50,5043.84,5052.54,16
EV009,2/15/19 9:40 AM,2/15/19 10:02 AM,9.36,0.134454,0.228934,0.363388,62,55.7,6.3,4,50,5034.49,5043.18,37
EV009,2/14/19 8:49 PM,2/14/19 8:51 PM,0.41,0.010098,0.031978,0.042077,62.7,62.7,0,0.25,53.6,5034.07,5034.07,24
EV009,2/14/19 8:44 PM,2/14/19 8:46 PM,0.4,0.005109,0.024945,0.030055,63.1,63.1,0,0.38,53.6,5033.67,5033.67,17
EV009,2/14/19 7:56 PM,2/14/19 8:07 PM,2.1,0.065803,0.116984,0.182787,63.5,63.5,0,0.1,53.6,5031.56,5032.81,36
EV009,2/14/19 7:43 PM,2/14/19 7:52 PM,2.12,0.057541,0.102295,0.159836,66.3,63.5,2.8,1.42,55.4,5029.44,5030.68,36
EV009,2/14/19 7:15 PM,2/14/19 7:33 PM,9.45,0.074951,0.237344,0.312295,73.7,66.7,7,4.09,57.2,5019.97,5028.67,24
EV009,2/14/19 10:33 AM,2/14/19 10:54 AM,9.34,0.075557,0.267885,0.343443,78.4,73.7,4.7,2.7,57.2,5010.63,5019.33,22
EV009,2/13/19 10:30 PM,2/13/19 10:33 PM,0.4,0.02035,0.033202,0.053552,78.4,78.4,0,0.17,48.2,5010.22,5010.22,38
EV009,2/13/19 10:09 PM,2/13/19 10:14 PM,1.14,0.013981,0.06826,0.08224,78.8,78.8,0,0.09,48.2,5009.08,5009.08,17
EV009,2/13/19 9:55 PM,2/13/19 10:05 PM,2.48,0.047066,0.127251,0.174317,81.6,78.8,2.8,1.54,48.2,5006.59,5007.83,27
EV009,2/13/19 8:56 PM,2/13/19 8:58 PM,0.6,0.007631,0.032533,0.040164,82,82,0,0.39,50,5005.99,5005.99,19
EV009,2/13/19 8:49 PM,2/13/19 8:52 PM,0.56,0.009049,0.030295,0.039344,82.4,82,0.4,0.24,50,5005.43,5005.43,23
EV009,2/13/19 7:37 PM,2/13/19 7:45 PM,1.47,0.035656,0.087295,0.122951,83.5,83.1,0.4,0.36,50,5003.95,5005.19,29
EV009,2/13/19 7:25 PM,2/13/19 7:29 PM,1.25,0.009448,0.058038,0.067486,84.7,84.3,0.4,0.9,51.8,5002.71,5002.71,14
EV009,2/13/19 6:39 PM,2/13/19 6:56 PM,9.25,0.045612,0.222694,0.268306,90.6,84.7,5.9,3.42,53.6,4993.46,5002.15,17
