Vehicle ID,Local Trip Start Time,Local Trip End Time,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer,Percent Idling Time,Drive Cycle,HV Acces. Energy,LV Acces. Energy,Elect. Heater Energy,Traction Energy
EV073,01/01/2020 06:53,01/01/2020 07:21,6.76,,,0.43333333333333335,88,86,2,13.05,31,,,,,0.61,1.25,0,11.18
EV073,01/01/2020 07:53,01/01/2020 08:21,8.7,,,0.48333333333333334,85,82,3,13.05,22,,,,,0.47,1.59,0,10.99
EV073,01/01/2020 08:51,01/01/2020 09:21,8.7,,,0.5,82,80,2,13.05,26,,,,,0.53,1.67,0,10.85
EV073,01/01/2020 09:52,01/01/2020 10:23,8.7,,,0.5333333333333333,79,76,3,13.05,25,,,,,0.7,1.8,0,10.54
EV073,01/01/2020 10:51,01/01/2020 11:25,8.78,,,0.5666666666666667,76,72,4,16.78,23,,,,,0.85,1.91,0,14.02
EV073,01/01/2020 11:52,01/01/2020 12:26,8.93,,,0.5666666666666667,72,69,3,16.78,27,,,,,0.68,1.94,0,14.15
EV073,01/01/2020 12:51,01/01/2020 13:24,8.93,,,0.55,69,65,4,16.78,29,,,,,0.58,1.88,0,14.32
EV073,01/01/2020 13:51,01/01/2020 14:25,8.93,,,0.5666666666666667,65,62,3,14.91,29,,,,,0.66,1.57,0,12.68
EV073,01/01/2020 14:52,01/01/2020 15:14,6.06,,,0.38333333333333336,62,60,2,9.32,28,,,,,0.57,0.99,0,7.76
EV073,01/02/2020 05:28,01/02/2020 11:12,66.8,,,5.666666666666667,92,66,26,119.3,27,,,,,4.59,15.28,3.83,95.6
EV073,01/02/2020 12:02,01/02/2020 17:24,55.379999999999995,,,5.2,66,45,21,98.79,32,,,,,5,12.94,0.83,80.02
EV073,01/03/2020 14:58,01/03/2020 23:59,82.25,,,6.916666666666667,89,54,35,160.3,28,,,,,8.02,20.46,13.25,118.58
EV073,01/04/2020 00:00,01/04/2020 00:12,4.89,,,0.4166666666666667,54,54,0,5.59,19,,,,,0.34,0.65,0,4.6
EV073,01/04/2020 01:03,01/04/2020 01:20,6.06,,,0.2833333333333333,53,50,3,11.18,26,,,,,0.23,0.97,0.54,9.44
EV073,01/04/2020 07:42,01/04/2020 13:06,105.01,,,4.35,87,50,37,169.62,29,,,,,3.5,13.01,1.45,151.67
EV073,01/04/2020 14:03,01/04/2020 17:26,67.19,,,2.8666666666666667,50,27,23,109.98,36,,,,,2.43,7.61,0.26,99.68
EV073,01/07/2020 13:47,01/07/2020 14:06,12.12,,,0.3333333333333333,84,79,5,22.37,46,,,,,0.24,1.04,0,21.09
EV073,03/03/2020 09:05,03/03/2020 09:31,9.94,,,0.43333333333333335,42,37,5,20.5,39,,,,,0.26,1.05,0,19.19
EV073,08/05/2020 10:45,08/05/2020 12:20,56.839999999999996,,,1.5833333333333333,79,61,18,82.02,84,,,,,4.2,3.59,0,74.23
EV073,10/01/2020 11:59,10/01/2020 13:12,49.48,,,1.1333333333333333,58,41,17,78.29,72,,,,,1.61,2.72,0,73.96
EV073,10/02/2020 14:46,10/02/2020 14:50,2.17,,,0.08333333333333333,85,84,1,7.46,71,,,,,0.11,0.17,0,7.18
EV073,10/07/2020 07:40,10/07/2020 14:29,87.85,,,6.716666666666667,85,57,28,130.48,67,,,,,13.38,14.06,0,103.05
EV073,10/08/2020 07:33,10/08/2020 14:28,87.85,,,6.616666666666666,87,61,26,121.16,65,,,,,9.58,13.06,0,98.52
EV073,10/09/2020 07:44,10/09/2020 15:22,96.39,,,7.483333333333333,86,56,30,143.53,68,,,,,13,15.55,0,114.98
EV073,10/10/2020 07:45,10/10/2020 14:48,92.04,,,6.866666666666666,89,64,25,115.57,65,,,,,5.44,12,0,98.13
EV073,10/11/2020 06:45,10/11/2020 15:39,126.67999999999999,,,8.6,91,52,39,169.62,51,,,,,7.64,19.26,0,142.72
EV073,10/12/2020 06:41,10/12/2020 20:23,103.38,,,13.45,89,50,39,178.94,56,,,,,16.22,28.13,0.58,134.01
EV073,10/13/2020 06:45,10/13/2020 14:46,104.61999999999999,,,7.35,89,57,32,147.26,59,,,,,10.04,17.18,0,120.03
EV073,10/14/2020 06:48,10/14/2020 14:49,103.61,,,7.983333333333333,90,53,37,171.49,63,,,,,13.29,17.85,0,140.35
EV073,10/15/2020 14:04,10/15/2020 20:21,83.19,,,6.233333333333333,89,63,26,121.16,51,,,,,7.06,12.12,0,101.98
EV073,10/16/2020 06:46,10/16/2020 07:32,9.01,,,0.7,90,86,4,14.91,36,,,,,0.59,1.55,0,12.77
EV073,10/16/2020 10:49,10/16/2020 11:13,11.88,,,0.4166666666666667,86,82,4,16.78,55,,,,,0.09,0.78,0,15.9
EV073,10/19/2020 06:34,10/19/2020 20:17,103.3,,,13.55,88,52,36,167.76,59,,,,,13.65,27.45,0,126.66
EV073,10/20/2020 13:58,10/20/2020 20:14,80.7,,,6.2,88,64,24,111.84,62,,,,,6.89,12.52,0,92.43
EV073,10/22/2020 06:33,10/22/2020 14:24,100.43,,,7.633333333333334,88,56,32,149.12,60,,,,,9.33,16.76,0.96,122.08
EV073,10/24/2020 06:46,10/24/2020 19:47,167.3,,,12.45,89,41,48,223.68,57,,,,,11.49,26.75,0.31,185.13
EV073,10/25/2020 14:16,10/25/2020 23:58,122.25,,,9.633333333333333,91,48,43,199.45,32,,,,,8.18,24.81,0.33,166.13
EV073,10/26/2020 00:01,10/26/2020 00:27,5.2,,,0.36666666666666664,48,46,2,5.59,25,,,,,0.38,0.97,0,4.24
EV073,10/26/2020 06:35,10/26/2020 20:26,105.94000000000001,,,13.65,88,43,45,210.63,26,,,,,13.56,36.84,2.21,158.02
EV073,12/09/2020 08:38,12/09/2020 09:08,17.55,,,0.45,70,64,6,29.82,27,,,,,0.25,1.18,0.29,28.1
EV073,12/09/2020 10:03,12/09/2020 10:29,16.85,,,0.4166666666666667,62,56,6,29.82,36,,,,,0.22,1.02,0,28.58
EV073,12/09/2020 12:46,12/09/2020 13:23,21.279999999999998,,,0.6166666666666667,51,44,7,31.69,48,,,,,0.4,1.52,0,29.76
EV073,02/03/2021 10:17,02/03/2021 10:41,12.116734500000002,,,0.4,62,57.6,4.399999999999999,13.05,52,,,,,0.48,0.89,0.57,11.11
EV073,02/03/2021 13:39,02/03/2021 14:52,44.58336925,,,1.2,83.6,65.2,18.39999999999999,85.74,40,,,,,0.85,3.37,0,81.52
EV073,03/11/2021 11:14,03/11/2021 11:43,12.27207725,,,0.48333333333333334,37.2,32.4,4.800000000000004,22.37,50,,,,,0.29,0.95,0,21.13
EV073,04/01/2021 12:16,04/01/2021 12:36,12.039063129999999,,,0.35,74.8,70.8,4,18.64,61,,,,,0.44,0.57,0,17.63
EV073,04/05/2021 10:25,04/05/2021 11:11,33.709376750000004,,,0.7833333333333333,88.4,78,10.400000000000006,48.46,67,,,,,0.26,1.44,0,46.76
EV073,04/05/2021 11:46,04/05/2021 13:15,66.25368288,,,1.5,78,58,20,93.2,69,,,,,1.4,2.81,0,88.99
EV073,04/06/2021 10:26,04/06/2021 10:59,12.039063129999999,,,0.55,71.2,66.4,4.799999999999997,22.37,50,,,,,0.38,1.17,0,20.82
EV073,04/08/2021 06:13,04/08/2021 23:58,130.25489589999998,,,17.45,88,35.6,52.4,244.18,55,,,,,18.97,34.28,0,190.93
EV073,04/09/2021 00:01,04/09/2021 00:51,6.36905275,,,0.7833333333333333,35.6,33.6,2,9.32,45,,,,,0.5,1.61,0,7.22
EV073,04/09/2021 07:59,04/09/2021 17:08,136.70162,,,9,86.8,40,46.8,216.22,51,,,,,6.01,16.23,0,193.98
EV073,04/10/2021 07:42,04/10/2021 16:56,132.27435159999996,,,9.15,88.4,48.8,39.60000000000001,184.54,57,,,,,4.7,13.57,0,166.27
EV073,04/11/2021 15:59,04/11/2021 18:23,80.07918762999999,,,2.3333333333333335,70,42.4,27.6,128.62,65,,,,,1.77,4.15,0,122.69
EV073,04/12/2021 15:59,04/12/2021 18:13,80.00151625000001,,,2.183333333333333,89.2,62.8,26.400000000000006,123.02,63,,,,,1.36,4.28,0,117.38
EV073,04/14/2021 12:59,04/14/2021 17:40,89.63276674999999,,,4.6,87.2,57.2,30,139.8,68,,,,,1.87,8.54,0,129.39
EV073,08/03/2021 15:51,08/03/2021 23:58,59.37448452999999,,,8.033333333333333,89.6,68.4,21.19999999999999,98.79,57,,,,,8.95,16.28,0,73.57
EV073,08/04/2021 00:01,08/04/2021 02:19,20.832084150000004,,,2.283333333333333,68.4,62.8,5.6000000000000085,26.1,52,,,,,1.57,4.77,0.28,19.48
EV073,08/04/2021 15:25,08/04/2021 23:58,106.2339358,,,8.516666666666667,89.6,59.2,30.39999999999999,141.66,69,,,,,16.2,18.75,0,106.71
EV073,08/05/2021 00:01,08/05/2021 02:30,33.56335456,,,2.4833333333333334,59.2,51.2,8,37.28,54,,,,,1.35,5.43,0,30.5
EV073,08/05/2021 06:23,08/05/2021 23:58,160.3162035,,,17.5,90,40,50,233,74,,,,,24.91,32.13,0.32,175.64
EV073,08/06/2021 00:19,08/06/2021 00:37,6.219302339,,,0.3,40,38.4,1.6000000000000014,5.59,57,,,,,0.25,0.57,0,4.77
EV073,08/06/2021 12:00,08/06/2021 17:32,168.58043780000006,,,5.233333333333333,88.4,28.8,59.60000000000001,277.74,84,,,,,31.88,14.99,0,230.87
EV073,08/07/2021 04:38,08/07/2021 04:58,12.15277402,,,0.35,88.8,84.4,4.3999999999999915,20.5,59,,,,,0.52,0.77,0,19.21
EV073,08/07/2021 06:27,08/07/2021 23:58,167.01582559999997,,,17.433333333333334,88.8,32,56.8,264.69,68,,,,,21.81,38.48,1.17,203.23
EV073,08/08/2021 00:21,08/08/2021 01:04,6.388936621999999,,,0.7333333333333333,32,30.4,1.6000000000000014,5.59,55,,,,,0.46,1.46,0,3.67
EV073,08/08/2021 15:55,08/08/2021 23:58,60.965815670000005,,,8.033333333333333,86,64,22,102.52,71,,,,,14.38,14.65,0,73.49
EV073,08/09/2021 00:01,08/09/2021 02:16,21.058884560000003,,,2.25,64,57.6,6.399999999999999,27.96,53,,,,,1.61,3.69,0,22.67
EV073,08/09/2021 15:25,08/09/2021 23:58,105.8381224,,,8.516666666666667,81.2,50.8,30.400000000000006,141.66,71,,,,,17.05,18.26,0,106.35
EV073,08/10/2021 00:01,08/10/2021 02:26,33.83800055,,,2.4166666666666665,50.8,42.4,8.399999999999999,37.28,54,,,,,1.52,5.12,0,30.65
EV073,08/10/2021 11:22,08/10/2021 13:36,25.296634779999998,,,2.2333333333333334,88.8,80.4,8.399999999999991,39.14,84,,,,,6.47,5.07,0,27.6
EV073,08/11/2021 06:01,08/11/2021 16:34,131.4069177,,,10.5,89.2,40.4,48.800000000000004,227.41,74,,,,,36.86,24.4,0.33,165.82
EV073,08/12/2021 07:39,08/12/2021 16:56,67.7250894,,,9.25,88.8,61.6,27.199999999999996,126.75,78,,,,,25.37,18.65,0,82.73
EV073,08/13/2021 05:58,08/13/2021 16:42,131.68280640000003,,,10.683333333333334,89.6,44.8,44.8,208.77,76,,,,,37.19,25.1,0,146.47
EV073,08/14/2021 15:54,08/14/2021 23:58,61.070205990000005,,,8.033333333333333,89.2,65.2,24,111.84,76,,,,,20.21,16.98,0,74.65
EV073,08/15/2021 00:01,08/15/2021 02:19,21.17943054,,,2.3,65.2,58.4,6.800000000000004,29.82,63,,,,,2.17,3.97,0,23.69
EV073,08/15/2021 06:19,08/15/2021 16:22,126.6428663,,,10,90,50,40,186.4,77,,,,,29.38,23.86,0,133.15
EV073,08/16/2021 15:51,08/16/2021 23:58,61.15098422,,,8.083333333333334,89.2,69.2,20,93.2,67,,,,,7.99,14.39,0,70.82
EV073,08/17/2021 00:01,08/17/2021 02:40,21.321103120000004,,,2.65,69.2,62.4,6.800000000000004,31.69,56,,,,,1.98,5.53,0,24.17
EV073,08/17/2021 15:53,08/17/2021 23:58,61.132343090000006,,,8.033333333333333,88,64.8,23.200000000000003,108.11,73,,,,,15,16.36,0,76.74
EV073,08/18/2021 00:01,08/18/2021 02:24,20.26477242,,,2.3666666666666667,64.8,59.2,5.599999999999994,26.1,57,,,,,1.33,5.37,0.28,19.12
EV073,08/18/2021 08:33,08/18/2021 14:30,40.73335453000001,,,5.766666666666667,90.4,76,14.400000000000006,67.1,78,,,,,10.72,10.54,0,45.84
EV073,08/19/2021 06:17,08/19/2021 16:50,80.77760863,,,10.3,90.4,61.6,28.800000000000004,134.21,56,,,,,10.98,23.59,0.28,99.35
EV073,08/20/2021 06:26,08/20/2021 06:53,6.726962446,,,0.4666666666666667,90.4,86.8,3.6000000000000085,16.78,44,,,,,0.58,1.24,0.67,14.29
EV073,08/20/2021 07:19,08/20/2021 07:54,8.903003688,,,0.6,86.4,83.6,2.8000000000000114,13.05,43,,,,,0.65,1.55,0.63,10.22
EV073,08/20/2021 08:21,08/20/2021 08:55,9.012986355000002,,,0.5833333333333334,83.6,80.8,2.799999999999997,13.05,48,,,,,0.57,1.36,0,11.12
EV073,08/20/2021 09:20,08/20/2021 09:54,8.952713368000001,,,0.5833333333333334,80.8,78.4,2.3999999999999915,11.18,57,,,,,0.53,1.23,0,9.42
EV073,08/20/2021 10:21,08/20/2021 10:56,8.848944411,,,0.6,78.4,76,2.4000000000000057,11.18,62,,,,,0.67,1.08,0,9.43
EV073,08/20/2021 11:21,08/20/2021 13:56,26.64625259,,,1.95,76,68.8,7.200000000000003,33.55,67,,,,,1.78,3.39,0,28.39
EV073,08/20/2021 14:20,08/20/2021 23:58,90.16155347000002,,,9.383333333333333,68.8,40.8,28,130.48,62,,,,,5.32,17.79,1.07,106.3
EV073,08/21/2021 00:20,08/21/2021 00:56,6.390800735,,,0.6166666666666667,40.8,39.2,1.5999999999999943,7.46,50,,,,,0.47,1.31,0.27,5.41
EV073,08/21/2021 06:24,08/21/2021 23:58,159.3102038,,,17.483333333333334,85.6,36,49.599999999999994,231.14,62,,,,,11.86,30.56,0.95,187.76
EV073,08/22/2021 00:19,08/22/2021 00:36,6.141630964,,,0.3,36,34.4,1.6000000000000014,7.46,54,,,,,0.26,0.89,0.27,6.04
EV073,08/22/2021 06:28,08/22/2021 23:58,160.0235377,,,17.4,86.8,31.6,55.199999999999996,257.23,71,,,,,26.57,29.29,1.28,200.09
EV073,08/23/2021 00:19,08/23/2021 00:36,6.333013232,,,0.3,31.6,30,1.6000000000000014,5.59,54,,,,,0.26,0.84,0.25,4.24
EV073,08/23/2021 06:04,08/23/2021 16:52,82.08559458,,,10.766666666666667,89.2,55.6,33.6,156.58,71,,,,,29.82,22.52,0,104.24
EV073,08/24/2021 05:46,08/24/2021 16:22,131.7567496,,,10.55,90,44.4,45.6,212.5,73,,,,,28.22,23.39,0,160.88
EV073,08/25/2021 06:06,08/25/2021 17:08,82.00481635,,,11,90,59.6,30.4,141.66,73,,,,,34.74,23.89,0,83.03
EV073,08/26/2021 06:12,08/26/2021 16:55,78.56614924000002,,,10.65,90,64,26,119.3,69,,,,,15.26,20.66,0,83.38
EV073,08/27/2021 06:01,08/27/2021 16:16,131.74432219999997,,,10.2,90.4,48.8,41.60000000000001,191.99,73,,,,,29.95,21.88,0,140.16
EV073,08/28/2021 06:26,08/28/2021 23:58,159.6072192,,,17.45,90,41.6,48.4,225.54,72,,,,,26.62,29.79,0.67,168.47
EV073,08/29/2021 00:20,08/29/2021 00:59,6.43118985,,,0.6666666666666666,41.2,40,1.2000000000000028,5.59,56,,,,,0.47,1.28,0,3.85
EV073,09/03/2021 06:09,09/03/2021 19:14,163.57467299999996,,,13.016666666666667,89.2,36,53.2,246.05,69,,,,,18.76,26.05,0,201.24
EV073,09/04/2021 06:29,09/04/2021 23:58,163.112373,,,17.4,88.8,39.2,49.599999999999994,231.14,68,,,,,19.48,30.94,1.63,179.08
EV073,09/05/2021 00:19,09/05/2021 00:37,6.21371,,,0.3,39.2,37.6,1.6000000000000014,7.46,53,,,,,0.31,0.87,0,6.28
EV073,09/05/2021 08:30,09/05/2021 08:46,4.739817988,,,0.2833333333333333,30,28,2,9.32,57,,,,,0.18,0.48,0,8.66
EV073,09/06/2021 06:07,09/06/2021 15:35,73.63494898,,,9.433333333333334,89.2,56,33.2,154.71,68,,,,,28.07,19.14,0,107.5
EV073,09/07/2021 06:27,09/07/2021 23:58,159.69234700000004,,,17.433333333333334,90.4,33.2,57.2,266.55,71,,,,,27.55,35.76,0.27,202.98
EV073,09/08/2021 00:20,09/08/2021 00:35,5.982559988,,,0.26666666666666666,33.2,31.6,1.6000000000000014,7.46,53,,,,,0.1,0.52,0,6.84
EV073,09/08/2021 14:57,09/08/2021 23:58,112.23451550000001,,,8.983333333333333,79.6,38.4,41.199999999999996,191.99,71,,,,,18.15,19.37,0,154.47
EV073,09/09/2021 00:01,09/09/2021 02:22,32.77607751,,,2.35,38.4,28.8,9.599999999999998,44.74,53,,,,,1.3,5.04,0,38.4
EV073,09/09/2021 14:57,09/09/2021 23:31,107.8078685,,,8.516666666666667,89.2,50.8,38.400000000000006,177.08,72,,,,,18.13,18.56,0,140.39
EV073,09/10/2021 06:28,09/10/2021 06:56,6.601445504,,,0.48333333333333334,88.8,85.6,3.200000000000003,14.91,58,,,,,0.97,1.2,0,12.74
EV073,09/10/2021 07:20,09/10/2021 07:53,8.855779492000002,,,0.5666666666666667,85.6,82.4,3.1999999999999886,14.91,58,,,,,0.84,1.31,0,12.76
EV073,09/10/2021 08:21,09/10/2021 08:53,8.778729487999998,,,0.5333333333333333,82.4,79.2,3.200000000000003,14.91,59,,,,,0.58,1.22,0,13.12
EV073,09/10/2021 09:21,09/10/2021 10:52,17.786123499999995,,,1.2166666666666666,79.2,73.2,6,27.96,71,,,,,1.39,2.09,0,24.47
EV073,09/10/2021 11:21,09/10/2021 11:55,8.932829496,,,0.5833333333333334,73.2,70.4,2.799999999999997,13.05,82,,,,,0.65,1.02,0,11.38
