Vehicle ID,Date,Number of Trips,Total Distance,Idling Time,Driving Time,Total Run Time,Initial SOC,Final SOC,SOC Used,Total Energy Consumption,Average Ambient Temperature,Initial Odometer,Final Odometer,Percent Idling Time,Drive Cycle
EV135,07/23/2019,,2.64,,,0.33,,,,1.23,70.69999999999999,,,,
EV135,07/24/2019,,0,,,0.41,,,,0.3,66.44,,,,
EV135,07/25/2019,,102,,,4.09,,,,157.26,61.28,,,,
EV135,07/26/2019,,0.22,,,0.16,,,,1.68,67.16,,,,
EV135,07/27/2019,,0.01,,,0.01,,,,0.07,68.84,,,,
EV135,08/01/2019,,0.16,,,2.89,,,,16.09,72.02,,,,
EV135,08/02/2019,,,,,2.75,,,,,69.62,,,,
EV135,08/03/2019,,96.95,,,2.97,,,,163.47,65.6,,,,
EV135,08/05/2019,,0.23,,,2.49,,,,26.37,71.24,,,,
EV135,08/06/2019,,,,,0.5,,,,,70.7,,,,
EV135,08/07/2019,,19.24,,,3.05,,,,58.7,72.62,,,,
EV135,08/08/2019,,0,,,0.37,,,,2.9,74.78,,,,
EV135,08/09/2019,,,,,0.54,,,,,64.58,,,,
EV135,08/12/2019,,,,,0.84,,,,,54.74,,,,
EV135,08/13/2019,,0,,,0.02,,,,0.14,59.480000000000004,,,,
EV135,08/14/2019,,0.16,,,0.88,,,,2.41,63.02,,,,
EV135,08/15/2019,,,,,0.33,,,,,60.2,,,,
EV135,08/20/2019,,0.21,,,1.84,,,,8.57,67.88,,,,
EV135,08/21/2019,,0,,,0.15,,,,1.26,71.36,,,,
EV135,08/22/2019,,0,,,0.25,,,,0.85,60.38,,,,
EV135,08/23/2019,,0.25,,,1.97,,,,2.24,60.67999999999999,,,,
EV135,08/24/2019,,0.02,,,0.02,,,,0.18,63.38,,,,
EV135,08/26/2019,,52.81,,,1.01,,,,77.73,57.14,,,,
EV135,08/27/2019,,0,,,0.05,,,,0.19,58.82,,,,
EV135,08/28/2019,,0.04,,,0.15,,,,0.86,65.24000000000001,,,,
EV135,08/30/2019,,0.22,,,0.39,,,,2.94,61.46,,,,
EV135,08/31/2019,,0,,,0.08,,,,0.23,63.74,,,,
EV135,09/04/2019,,0.04,,,2.39,,,,9.54,67.88,,,,
EV135,09/05/2019,,0.07,,,1.73,,,,5.03,66.2,,,,
EV135,09/06/2019,,0.02,,,5.06,,,,3.67,63.08,,,,
EV135,09/07/2019,,0,,,0.02,,,,0.09,59,,,,
EV135,09/08/2019,,0.04,,,4.5,,,,0.87,57.14,,,,
EV135,09/09/2019,,0.15,,,5.58,,,,2.94,52.22,,,,
EV135,09/10/2019,,41.14,,,4.22,,,,70.47,51.02,,,,
EV135,09/11/2019,,0.04,,,4.26,,,,10.41,52.82,,,,
EV135,09/12/2019,,0,,,0.75,,,,1.36,52.82,,,,
EV135,09/16/2019,,0.97,,,0.1,,,,2.53,59.42,,,,
EV135,09/18/2019,,0,,,1.38,,,,0.68,45.800000000000004,,,,
EV135,09/23/2019,,,,,1.12,,,,,54.32,,,,
EV135,09/24/2019,,,,,2.6,,,,,53.66,,,,
EV135,09/25/2019,,,,,6.31,,,,,49.46,,,,
EV135,09/26/2019,,0,,,0.5,,,,2.43,46.22,,,,
EV135,09/27/2019,,,,,0.91,,,,,45.32,,,,
EV135,10/01/2019,,0,,,0.2,,,,3.39,33.02,,,,
EV135,10/02/2019,,,,,2.27,,,,,33.92,,,,
EV135,10/03/2019,,30.52,,,4.19,,,,93.4,38.36,,,,
EV135,10/04/2019,,4.91,,,2.44,,,,9.38,40.94,,,,
EV135,10/05/2019,,6.95,,,1.71,,,,17.33,39.68,,,,
EV135,10/06/2019,,0,,,7.59,,,,0,40.7,,,,
EV135,10/07/2019,,113.7,,,9.45,,,,256.05,44.24,,,,
EV135,10/08/2019,,0,,,2.96,,,,0,44.24,,,,
EV135,10/09/2019,,49.59,,,5.03,,,,165.79,27.02,,,,
EV135,10/10/2019,,32.77,,,4.61,,,,112.81,26.18,,,,
EV135,10/11/2019,,96.53,,,11.94,,,,252.22,30.74,,,,
EV135,10/12/2019,,88.53,,,11.56,,,,155.03,35.72,,,,
EV135,10/13/2019,,0,,,11.99,,,,0,39.68,,,,
EV135,10/14/2019,,69.48,,,10.87,,,,131.28,41.72,,,,
EV135,10/15/2019,,87.46,,,10.93,,,,185.98,39.08,,,,
EV135,10/16/2019,,114.28,,,11.95,,,,238.34,48.260000000000005,,,,
EV135,10/17/2019,,89.85,,,11.67,,,,181.74,41.78,,,,
EV135,10/18/2019,,0.15,,,9.23,,,,7.06,38.6,,,,
EV135,10/19/2019,,0.02,,,2.91,,,,1.42,36.08,,,,
EV135,10/20/2019,,0,,,11.99,,,,0,35.3,,,,
EV135,10/21/2019,,69.71,,,10.39,,,,183.79,36.02,,,,
EV135,10/22/2019,,36.29,,,7.49,,,,96.94,41.3,,,,
EV135,10/23/2019,,0,,,2.09,,,,3.86,36.379999999999995,,,,
EV135,10/24/2019,,0.17,,,1.3,,,,2.13,34.22,,,,
EV135,10/29/2019,,0,,,0,,,,0.05,8.899999999999999,,,,
EV135,11/12/2019,,,,,0.37,,,,,28.580000000000002,,,,
EV135,11/13/2019,,,,,0.21,,,,,33.5,,,,
EV135,11/14/2019,,,,,0.42,,,,,34.22,,,,
EV135,11/26/2019,,0.05,,,0.61,,,,18.71,23,,,,
EV135,11/27/2019,,0,,,0,,,,0.1,22.7,,,,
EV135,11/29/2019,,43.47,,,4.71,,,,181.57,13.52,,,,
EV135,12/02/2019,,45.19,,,6.43,,,,141.6,25.46,,,,
EV135,12/03/2019,,99.9,,,10.47,,,,270.22,31.88,,,,
EV135,12/04/2019,,157.6,,,9.37,,,,334.41,33.98,,,,
EV135,12/05/2019,,0.2,,,3.45,,,,9.59,33.260000000000005,,,,
EV135,12/15/2019,,0,,,2.75,,,,0,23.96,,,,
EV135,12/16/2019,,0,,,2.21,,,,0,21.98,,,,
EV135,12/23/2019,,93.24,,,6.64,,,,178.39,32.06,,,,
EV135,12/24/2019,,40.11,,,4.83,,,,113.34,28.1,,,,
EV135,12/26/2019,,0,,,0.74,,,,0,20.48,,,,
EV135,12/27/2019,,9.09,,,4.57,,,,20.53,18.2,,,,
EV135,12/28/2019,,0,,,0.2,,,,0,21.799999999999997,,,,
EV135,01/06/2020,,0,,,0.73,,,,1.98,26.060000000000002,,,,
EV135,01/07/2020,,0,,,0.83,,,,2.16,30.560000000000002,,,,
EV135,01/13/2020,,15.63,,,10.33,,,,,18.725,,,,
EV135,01/14/2020,,81.32,,,,,,,42.1,17.015,,,,
EV135,01/15/2020,,101.77,,,11.11,,,,269.44,13.864999999999998,,,,
EV135,01/16/2020,,108.26,,,11.91,,,,288.55,26.015,,,,
EV135,01/17/2020,,47.62,,,11.36,,,,128.49,21.424999999999997,,,,
EV135,01/18/2020,,0,,,11.98,,,,0,21.425,,,,
EV135,01/19/2020,,0,,,11.98,,,,0,27.905,,,,
EV135,01/20/2020,,0,,,12,,,,0,27.5,,,,
EV135,01/21/2020,,81.2,,,11.08,,,,241.78,29.075,,,,
EV135,01/22/2020,,84.62,,,11.34,,,,202.44,27.815,,,,
EV135,01/23/2020,,135.13,,,11.96,,,,307.79,31.055,,,,
EV135,01/24/2020,,80.89,,,11.44,,,,198.99,30.155,,,,
EV135,01/25/2020,,0.18,,,10.49,,,,3.71,28.625,,,,
EV135,01/26/2020,,0,,,12,,,,0,28.265,,,,
EV135,01/27/2020,,97.6,,,11.46,,,,234.34,26.915,,,,
EV135,01/28/2020,,147.12,,,11.85,,,,346.47,28.265,,,,
EV135,01/29/2020,,124.35,,,11.66,,,,292.37,29.345,,,,
EV135,01/30/2020,,76.21,,,11.9,,,,172.96,28.085,,,,
EV135,01/31/2020,,62.93,,,11.15,,,,148.46,32.675,,,,
EV135,02/01/2020,,0,,,9.11,,,,0.03,39.605,,,,
EV135,02/02/2020,,0,,,11.99,,,,0.01,21.425,,,,
EV135,02/03/2020,,132.94,,,11.39,,,,345.37,13.864999999999998,,,,
EV135,02/04/2020,,63.38,,,10.56,,,,182.14,15.395,,,,
EV135,02/05/2020,,98.72,,,11.41,,,,286.8,21.244999999999997,,,,
EV135,02/06/2020,,108.6,,,11.9,,,,301.12,26.465,,,,
EV135,02/07/2020,,37.91,,,10.96,,,,101.74,27.68,,,,
EV135,02/08/2020,,0,,,11.96,,,,0,26.195,,,,
EV135,02/09/2020,,0,,,11.99,,,,0,20.075,,,,
EV135,02/10/2020,,61.35,,,11.84,,,,161.82,23.63,,,,
EV135,02/11/2020,,108.12,,,11.8,,,,275.27,24.44,,,,
EV135,02/12/2020,,98.3,,,10.86,,,,236.37,25.655,,,,
EV135,02/13/2020,,156.46,,,11.04,,,,357.77,26.195,,,,
EV135,02/14/2020,,103.57,,,9.38,,,,250.13,26.284999999999997,,,,
EV135,02/15/2020,,0,,,3.89,,,,0,25.43,,,,
EV135,02/16/2020,,0,,,12,,,,0,26.285,,,,
EV135,02/17/2020,,0,,,12,,,,0,21.785,,,,
EV135,02/18/2020,,90.98,,,11.79,,,,249.82,17.87,,,,
EV135,02/19/2020,,37.47,,,11.04,,,,108.56,16.925,,,,
EV135,02/20/2020,,65.33,,,10.56,,,,186.66,17.87,,,,
EV135,02/21/2020,,134.84,,,11.93,,,,347.7,21.155,,,,
EV135,02/22/2020,,0,,,10.33,,,,0.02,26.509999999999998,,,,
EV135,02/23/2020,,0,,,2.62,,,,0,28.175,,,,
EV135,02/24/2020,,83.71,,,8.71,,,,213.5,24.845,,,,
EV135,02/25/2020,,111.51,,,11.52,,,,242.26,24.619999999999997,,,,
EV135,02/26/2020,,115.3,,,11.59,,,,290.58,28.175,,,,
EV135,02/27/2020,,64.51,,,11.92,,,,160.68,29.21,,,,
EV135,02/28/2020,,93.71,,,9,,,,211.63,33.71,,,,
EV135,02/29/2020,,0,,,6.56,,,,0,29.57,,,,
EV135,03/01/2020,,0,,,12,,,,0,23.99,,,,
EV135,03/02/2020,,101.26,,,11.58,,,,238.2,26.195,,,,
EV135,03/03/2020,,125.46,,,11.78,,,,261.5,33.62,,,,
EV135,03/04/2020,,,,,5.63,,,,,30.965,,,,
EV135,03/06/2020,,,,,11.08,,,,,39.875,,,,
EV135,03/09/2020,,,,,0.5,,,,,28.175,,,,
EV135,03/10/2020,,,,,2,,,,,28.759999999999998,,,,
EV135,03/12/2020,,,,,10.06,,,,,24.215,,,,
EV135,03/13/2020,,,,,3.33,,,,,20.66,,,,
EV135,03/17/2020,,,,,4.73,,,,,31.1,,,,
EV135,03/18/2020,,,,,23.68,,,,,31.37,,,,
EV135,03/19/2020,,,,,13.28,,,,,30.064999999999998,,,,
EV135,03/20/2020,,,,,16.66,,,,,31.37,,,,
EV135,03/21/2020,,0,,,15.31,,,,0,34.16,,,,
EV135,03/22/2020,,0,,,2.67,,,,0,34.025,,,,
EV135,03/23/2020,,,,,16.15,,,,,33.935,,,,
EV135,03/24/2020,,,,,18.76,,,,,27.68,,,,
EV135,03/25/2020,,0,,,4.96,,,,0,26.825,,,,
EV135,03/26/2020,,,,,,,,,,26.105,,,,
EV135,03/27/2020,,0,,,11.67,,,,0,28.985,,,,
EV135,03/28/2020,,0,,,0.02,,,,0,33.215,,,,
EV135,03/29/2020,,0,,,8.86,,,,0,35.6,,,,
EV135,03/30/2020,,0,,,22.24,,,,0,33.8,,,,
EV135,03/31/2020,,0,,,23.73,,,,3.12,28.04,,,,
EV135,04/01/2020,,0,,,23.43,,,,0.01,23.585,,,,
EV135,04/02/2020,,0,,,0.95,,,,0,21.965,,,,
EV135,04/07/2020,,0,,,13.72,,,,3.3,38.84,,,,
EV135,04/08/2020,,0,,,10.11,,,,0.57,39.29,,,,
EV135,04/09/2020,,0,,,0.26,,,,0.26,42.935,,,,
EV135,04/14/2020,,0,,,0.61,,,,0.97,29.84,,,,
EV135,04/17/2020,,0,,,0.83,,,,1.38,35.15,,,,
EV135,04/22/2020,,0,,,1.67,,,,2.16,41,,,,
EV135,04/23/2020,,0,,,0.96,,,,1.61,38.795,,,,
EV135,04/27/2020,,0,,,1.14,,,,2.28,42.71,,,,
EV135,05/19/2020,,,,,12.41,,,,,46.445,,,,
EV135,05/20/2020,,0,,,16.42,,,,0,45.95,,,,
EV135,05/23/2020,,0,,,0.02,,,,0.09,38.165,,,,
EV135,06/03/2020,,8.88,,,0.88,,,,16.51,54.32,,,,
EV135,06/04/2020,,24.64,,,5.15,,,,44.23,51.845,,,,
EV135,07/24/2020,,81.96,,,12.35,,,,152.24,61.42999999999999,,,,
EV135,07/27/2020,,93.41,,,13.81,,,,182.91,68.72,,,,
EV135,07/28/2020,,78.48,,,13.25,,,,142.35,68.58500000000001,,,,
EV135,08/01/2020,,0,,,20.74,,,,0,74.47999999999999,,,,
EV135,08/02/2020,,0,,,23.48,,,,0,72.95,,,,
EV135,08/03/2020,,0.05,,,5.91,,,,1.02,66.875,,,,
EV135,08/04/2020,,109.72,,,14.62,,,,194.78,63.769999999999996,,,,
EV135,08/05/2020,,0.03,,,0.75,,,,0.81,68.27,,,,
EV135,08/06/2020,,36.45,,,5.06,,,,59.17,66.065,,,,
EV135,08/07/2020,,65.81,,,8.3,,,,117.29,54.32,,,,
EV135,08/08/2020,,0.17,,,0.1,,,,0.6,55.535000000000004,,,,
EV135,08/10/2020,,80.87,,,13.25,,,,153.45,60.125,,,,
EV135,08/11/2020,,106.12,,,21.66,,,,206.85,64.625,,,,
EV135,08/12/2020,,41.48,,,15.33,,,,72.68,56.165,,,,
EV135,08/13/2020,,48.73,,,9.62,,,,96.62,50.72,,,,
EV135,08/14/2020,,93.24,,,14.52,,,,173.54,55.22,,,,
EV135,08/15/2020,,0.16,,,11.15,,,,1.15,62.510000000000005,,,,
EV135,08/17/2020,,51.21,,,12.51,,,,98.16,72.815,,,,
EV135,08/18/2020,,25.46,,,7.34,,,,44.97,71.24000000000001,,,,
EV135,10/07/2020,,72.19,,,13.29,,,,133.64,56.480000000000004,,,,
EV135,10/08/2020,,58.71,,,13.48,,,,137.55,52.565,,,,
EV135,10/09/2020,,49.84,,,6.83,,,,76.51,51.71,,,,
EV135,10/10/2020,,0.32,,,1.09,,,,2.91,44.06,,,,
EV135,10/12/2020,,69.74,,,10.27,,,,143.29,39.019999999999996,,,,
EV135,10/15/2020,,0.1,,,0.5,,,,2.56,33.44,,,,
EV135,10/22/2020,,6.5,,,0.5,,,,20.27,24.68,,,,
EV135,10/23/2020,,1.77,,,1.15,,,,6.23,23.299999999999997,,,,
EV135,10/25/2020,,0,,,1,,,,0,8.18,,,,
EV135,10/26/2020,,7.02,,,0.58,,,,26.37,9.86,,,,
EV135,10/27/2020,,29.38,,,5.58,,,,98.16,24.439999999999998,,,,
EV135,10/28/2020,,0,,,4.33,,,,0.01,30.080000000000002,,,,
EV135,10/29/2020,,0.04,,,3.15,,,,1.84,35.06,,,,
EV135,10/30/2020,,20.02,,,6.39,,,,51.5,35.3,,,,
EV135,12/18/2020,,0,,,0.65,,,,0,30.98,,,,
EV135,12/19/2020,,0,,,7.94,,,,0,34.16,,,,
EV135,01/05/2021,,35.69,,,5.47,,,,107.73,31.82,,,,
EV135,01/07/2021,,9.72,,,0.75,,,,25.93,30.439999999999998,,,,
EV135,02/26/2021,,0,,,1.25,,,,0,26.119999999999997,,,,
EV135,03/02/2021,,12.96,,,5.73,,,,29.97,33.14,,,,
EV135,03/03/2021,,0,,,0.75,,,,0,35.36,,,,
EV135,03/04/2021,,58.69,,,9.68,,,,104.02,35.72,,,,
EV135,03/05/2021,,13.76,,,3.05,,,,22.53,37.76,,,,
EV135,03/06/2021,,0,,,4.25,,,,0,36.74,,,,
EV135,04/18/2021,,0,,,10.58,,,,0,45.2,,,,
EV135,06/07/2021,,75.78,,,9.72,,,,146.28,50.72,,,,
EV135,06/08/2021,,113.5,,,15.67,,,,196.65,56.12,,,,
EV135,06/09/2021,,0,,,4.03,,,,0,53,,,,
EV135,06/10/2021,,80.48,,,14.18,,,,151.36,43.46,,,,
EV135,06/11/2021,,0,,,3.42,,,,0,48.62,,,,
EV135,07/30/2021,,43.2,,,3.25,,,,82.38,76.1,,,,
EV135,07/31/2021,,0,,,21.65,,,,0,78.25999999999999,,,,
EV135,08/01/2021,,0,,,10.91,,,,0,75.44,,,,
EV135,08/02/2021,,70.72,,,21.73,,,,125.11,65.54,,,,
EV135,08/03/2021,,28.22,,,7.42,,,,49.93,69.44,,,,
EV135,09/03/2021,,0,,,6.4,,,,0,55.52,,,,
EV135,09/04/2021,,0,,,15.08,,,,0,59,,,,
EV135,09/05/2021,,0,,,23.92,,,,0,62.18,,,,
EV135,09/06/2021,,0,,,15.87,,,,0,63.08,,,,
EV135,09/07/2021,,41.06,,,8.03,,,,83.07,63.26,,,,
EV135,09/08/2021,,88.71,,,8.33,,,,165.26,65,,,,
EV135,09/09/2021,,22.85,,,2,,,,43.61,61.4,,,,
EV135,09/10/2021,,0.01,,,3.29,,,,0.1,64.4,,,,
EV135,09/27/2021,,120.65,,,14.46,,,,241.05,58.58,,,,
EV135,09/28/2021,,80.32,,,16.18,,,,173.79,46.46,,,,
EV135,09/29/2021,,33.79,,,6.16,,,,92.17,43.22,,,,
EV135,11/18/2021,,24.67,,,9.91,,,,80.82,26.54,,,,
EV135,11/19/2021,,69.63,,,23.69,,,,189.82,31.34,,,,
EV135,11/20/2021,,0.4,,,13.61,,,,3.62,30.74,,,,
EV135,11/22/2021,,66.1,,,7.29,,,,174.71,31.46,,,,
EV135,12/01/2021,,2.25,,,2.57,,,,4.41,49.04,,,,
EV135,12/02/2021,,3.18,,,5.88,,,,8.66,48.56,,,,
EV135,12/03/2021,,0,,,3.4,,,,1.98,36.68,,,,
EV135,12/04/2021,,0,,,9.69,,,,0,35.72,,,,
EV135,01/25/2022,,39.25,,,6.17,,,,140.81,22.7,,,,
EV135,01/26/2022,,1.43,,,2.39,,,,7.6,20.419999999999998,,,,
EV135,01/27/2022,,34.54,,,2.25,,,,110.85,18.439999999999998,,,,
